investigation_type,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,state,year,month,day,human_error,make_model
incident,non-fatal,minor,airplane,airbus,A320,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,147.0,VMC,unknown,"The probable cause of the engine failure and subsequent undercowl engine fire was due to the fatigue fracture of a high pressure turbine stage 2 disk blade retaining lug that released two blades which impacted the low pressure turbine case causing a fuel line to fracture spraying fuel on the hot engine cases where it ignited.  During a machining operation of the disk lug, a tool mark was introduced that set up the area for fatigue cracks to initiate.",CA,2014,9,18,False,airbus A320
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,80.0,IMC,unknown,an inadvertent encounter with convective turbulence during descent.,CA,2014,12,11,False,boeing 737
accident,non-fatal,unknown,airplane,embraer,ERJ175,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,65.0,VMC,unknown,"The airplane's encounter with moderate turbulence during descent, which resulted in a serious injury to a flight attendant who was not securely seated. Contributing to the accident was the flight attendant's decision to continue to secure items before the flight crew made an announcement that it was safe to continue with the service activities.",CA,2015,8,7,False,embraer ERJ175
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,147.0,VMC,unknown,"inadvertent jet blast, resulting in debris striking ground operations personnel.",CA,2015,8,23,False,boeing 737
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,147.0,VMC,unknown,An inadvertent encounter with clear air turbulence.,CA,2015,12,26,False,boeing 737
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,121.0,VMC,unknown,the ramp agents failure to keep his right hand at a safe distance from the underside of the moving belt.,CA,2016,4,14,False,boeing 737
accident,non-fatal,unknown,airplane,airbus,A319,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,120.0,VMC,unknown,malfunction of the parking brake electrical control valve that resulted in a sudden stop.,CA,2017,3,6,False,airbus A319
incident,unknown,unknown,airplane,airbus,A320,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,0.0,VMC,unknown,"The flight crew's misidentification of taxiway C as the intended landing runway, which resulted from the crewmembers' lack of awareness of the parallel runway closure due to their ineffective review of notice to airmen (NOTAM) information before the flight and during the approach briefing. Contributing to the incident were (1) the flight crew's failure to tune the instrument landing system frequency for backup lateral guidance, expectation bias, fatigue due to circadian disruption and length of continued wakefulness, and breakdowns in crew resource management and (2) Air Canada's ineffective presentation of approach procedure and NOTAM information.",CA,2017,7,8,False,airbus A320
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,5.0,VMC,unknown,The provisioning agent's lack of situational awareness while stepping from the airplane to the provisioning van.  Contributing to the accident was the provisioning vans failed switch.,CA,2017,11,19,False,boeing 737
accident,non-fatal,substantial,airplane,airbus,A321,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,197.0,VMC,unknown,"a tailstrike caused by inappropriate recovery technique after a bounced landing.  Contributing to the accident was the failure of the radio altimeter, caused by the approach being over calm/flat water, that was not recognized by the flight crew.",CA,2018,8,13,False,airbus A321
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,121.0,VMC,unknown,unknown,CA,2018,10,11,False,boeing 737
incident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,117.0,unknown,unknown,unknown,CA,2018,12,6,False,boeing 737
accident,non-fatal,substantial,airplane,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,1.0,unknown,unknown,unknown,CA,2020,8,19,False,boeing 767
incident,unknown,minor,airplane,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,0.0,unknown,unknown,"The fatigue fracture and liberation of two airfoils from a low pressure turbine stage 5 nozzle segment that impacted and damaged the downstream low pressure stage 5 blades creating an initial imbalance load in the engines low pressure turbine rotor sufficient to allow all the low pressure turbine blades to lose radial blade clearance, contact static structure, and to fracture transversely across the airfoil.  The progressive failure of the low pressure rotor caused an increasingly imbalanced load that eventually resulted in the fracture of the oil supply tube that allowed oil to contact hot engine parts and smolder and ignite resulting in the undercowl fire.",CA,2021,1,29,False,boeing 767
accident,serious,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,141.0,VMC,unknown,A flight attendant received a serious injury during landing.,CA,2022,7,2,False,boeing 737
incident,incident,minor,airplane,boeing,DC10,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,289.0,VMC,cruise,Probable Cause,VA,1983,8,21,False,boeing DC10
incident,incident,minor,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,107.0,VMC,taxi,Probable Cause,VA,1985,4,12,False,boeing 737
incident,incident,unknown,unknown,boeing,DC10,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,201.0,VMC,cruise,Probable Cause,VA,1985,6,2,False,boeing DC10
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,78.0,VMC,cruise,Probable Cause,VA,1985,8,11,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,131.0,VMC,approach,Probable Cause,VA,1986,1,17,False,boeing 727
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,1.0,23.0,VMC,landing,Probable Cause,VA,1986,11,16,False,boeing 727
accident,non-fatal,minor,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,1.0,4.0,131.0,VMC,descent,Probable Cause,VA,1986,12,22,False,boeing 737
incident,incident,unknown,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,106.0,IMC,takeoff,Probable Cause,VA,1994,1,28,False,boeing DC9
accident,fatal,destroyed,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,6.0,0.0,0.0,0.0,IMC,cruise,Probable Cause,VA,1996,12,22,False,boeing DC8
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,90.0,VMC,taxi,Probable Cause,VA,1999,5,28,False,boeing 727
incident,incident,unknown,unknown,fokker,F100,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,58.0,VMC,descent,Probable Cause,VA,2000,8,17,False,fokker F100
incident,incident,minor,unknown,boeing,DC-9-,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,66.0,IMC,climb,Probable Cause,VA,2000,11,29,False,boeing DC-9-
incident,incident,unknown,unknown,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,53.0,VMC,cruise,Probable Cause,VA,2001,4,25,False,embraer ERJ145
accident,non-fatal,unknown,unknown,embraer,ERJ135,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,28.0,VMC,descent,Probable Cause,VA,2001,8,30,False,embraer ERJ135
accident,non-fatal,substantial,unknown,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,33.0,VMC,landing,Probable Cause,VA,2001,10,16,False,embraer ERJ145
accident,non-fatal,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,148.0,VMC,standing,Probable Cause,VA,2001,10,29,False,boeing 757
accident,non-fatal,substantial,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,66.0,VMC,taxi,Probable Cause,VA,2002,1,20,False,boeing DC9
accident,non-fatal,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,147.0,VMC,descent,Probable Cause,VA,2003,5,7,False,boeing 767
accident,fatal,minor,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,1.0,0.0,0.0,41.0,VMC,standing,Probable Cause,VA,2003,9,12,False,boeing DC9
accident,non-fatal,unknown,unknown,airbus,A319,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,110.0,VMC,descent,Probable Cause,VA,2004,7,17,False,airbus A319
accident,non-fatal,unknown,unknown,embraer,ERJ170,no,2.0,turbo jet,commercial flight,0.0,1.0,0.0,44.0,VMC,approach,Probable Cause,VA,2005,10,3,False,embraer ERJ170
accident,non-fatal,unknown,unknown,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,45.0,IMC,maneuvering,Probable Cause,VA,2006,5,13,False,embraer ERJ145
accident,non-fatal,substantial,unknown,embraer,ERJ170,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,60.0,VMC,takeoff,Probable Cause,VA,2006,5,30,False,embraer ERJ170
accident,non-fatal,substantial,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,183.0,VMC,standing,Probable Cause,VA,2006,6,17,False,boeing 767
accident,non-fatal,unknown,airplane,embraer,ERJ170,no,2.0,turbo fan,commercial flight,0.0,1.0,1.0,85.0,VMC,unknown,an inadvertent encounter with convective turbulence that resulted in serious injuries to a flight attendant.,VA,2009,7,27,False,embraer ERJ170
incident,non-fatal,minor,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,112.0,unknown,unknown,"The ignition of the J5 power terminal located on the captains No. 1 windshield due to a loose electrical connection between the terminal connector lug and its respective terminal block. The loose connection resulted from a missing lock washer that allowed the resistance in the electrical path to increase sufficiently to generate high enough temperatures to ignite the terminal block.

Contributing to the probable cause was the lack of instructions to ensure the lock washer was installed in the J5 power terminal block in the Boeing 757 aircraft maintenance manual (AMM). 

Additionally, contributing to the incident was the deferral of the related maintenance write-up before the incident, which resulted from information in the United Airlines AMM that stated, When bus bar(s) show signs of blackening or burning, the condition is acceptable for continued service, although the window must be replaced within 50 flight-hours.",VA,2010,5,17,False,boeing 757
accident,non-fatal,minor,airplane,airbus,A330,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,270.0,VMC,unknown,the A330 flight crew's failure to maintain a safe clearance to the DHC-8 that was stopped in front of the gate.,VA,2012,8,10,False,airbus A330
accident,non-fatal,unknown,airplane,boeing,717,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,109.0,VMC,unknown,the flight attendant's inadvertent bump into a retractable galley tray.,VA,2016,11,21,False,boeing 717
accident,non-fatal,substantial,airplane,airbus,A321,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,301.0,VMC,unknown,"The failure N841NNs captain to maintain appropriate clearance from N982VJ, which was stopped on the taxiway.",VA,2017,9,30,False,airbus A321
accident,non-fatal,unknown,airplane,embraer,ERJ190,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,47.0,VMC,unknown,an encounter with clear air turbulence during cruise flight.,VA,2019,12,18,False,embraer ERJ190
incident,incident,minor,airplane,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,108.0,IMC,landing,Probable Cause,OH,1982,4,9,False,boeing 727
incident,incident,minor,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,127.0,VMC,landing,Probable Cause,OH,1983,11,26,False,boeing 727
incident,incident,unknown,unknown,boeing,C-1,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,47.0,IMC,climb,Probable Cause,OH,1984,9,30,False,boeing C-1
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,152.0,VMC,climb,Probable Cause,OH,1986,3,22,False,boeing 727
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,77.0,VMC,descent,Probable Cause,OH,1987,6,11,False,boeing 737
incident,incident,minor,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,64.0,VMC,descent,Probable Cause,OH,1987,11,15,False,boeing DC9
incident,incident,minor,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,2.0,106.0,VMC,approach,Probable Cause,OH,1988,4,17,False,boeing 737
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,82.0,unknown,cruise,Probable Cause,OH,1989,3,9,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,taxi,Probable Cause,OH,1989,7,13,False,boeing DC8
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,63.0,IMC,taxi,Probable Cause,OH,1990,2,23,False,boeing 737
accident,non-fatal,minor,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,49.0,VMC,taxi,Probable Cause,OH,1990,10,29,False,boeing DC9
accident,fatal,destroyed,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,2.0,0.0,0.0,0.0,IMC,takeoff,Probable Cause,OH,1991,2,17,False,boeing DC9
incident,incident,minor,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,climb,Probable Cause,OH,1991,11,13,False,boeing DC8
accident,fatal,destroyed,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,4.0,0.0,0.0,0.0,IMC,go-around,Probable Cause,OH,1992,2,15,False,boeing DC8
accident,fatal,minor,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,1.0,0.0,0.0,28.0,VMC,standing,Probable Cause,OH,1992,4,8,False,boeing DC9
incident,incident,minor,unknown,boeing,DC8,no,4.0,turbo jet,commercial flight,0.0,0.0,0.0,7.0,IMC,approach,Probable Cause,OH,1993,9,15,False,boeing DC8
accident,non-fatal,substantial,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,IMC,taxi,Probable Cause,OH,1996,3,20,False,boeing DC8
incident,incident,unknown,unknown,boeing,MD11,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,209.0,unknown,cruise,Probable Cause,OH,1996,11,7,False,boeing MD11
incident,incident,minor,unknown,boeing,MD88,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,118.0,IMC,landing,Probable Cause,OH,1996,11,11,False,boeing MD88
accident,non-fatal,substantial,unknown,boeing,DC-9-,no,2.0,turbo fan,commercial flight,0.0,0.0,3.0,106.0,IMC,landing,Probable Cause,OH,1997,3,5,False,boeing DC-9-
incident,incident,minor,unknown,airbus,A320,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,31.0,VMC,approach,Probable Cause,OH,1999,2,16,False,airbus A320
accident,non-fatal,substantial,unknown,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,50.0,IMC,landing,Probable Cause,OH,2003,1,6,False,embraer ERJ145
accident,non-fatal,unknown,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,1.0,2.0,110.0,VMC,climb,Probable Cause,OH,2003,7,22,False,boeing 757
accident,non-fatal,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,1.0,2.0,132.0,VMC,descent,Probable Cause,OH,2003,8,16,False,boeing 737
accident,non-fatal,substantial,unknown,embraer,ERJ170,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,74.0,IMC,landing,Probable Cause,OH,2007,2,18,False,embraer ERJ170
incident,non-fatal,unknown,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,163.0,VMC,unknown,"The ground controller did not issue taxi instructions in accordance with FAA Order 7110.65, paragraph 3-7-2.  The local controller did not scan the runways prior to issuing a taxi into position and hold instruction to SWA1080 as required by FAA Order 7110.65 paragraph 3-1-12.  The local controller did not cancel takeoff clearance for BTA2941 as required by FAA Order 7110.65, paragraph 3-9-10.",OH,2009,6,3,False,embraer ERJ145
incident,non-fatal,minor,airplane,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,0.0,unknown,unknown,Failure of the NLG cylinder occurred by intergranular rupture; coincidental to a chrome plating crack. The failure origin occurred along the inner surface of the cylinder and then propagated by stress corrosion cracking to the outer surface. A secondary crack with the same features as the primary crack was found diagonal to the primary crack. Both cracks initiated by intergranular cracking due to grinding burns caused by abusive grinding and propagated by stress corrosion cracking. Hydrogen embrittlement did not contribute to the intergranular cracking.,OH,2010,1,7,False,boeing DC8
incident,non-fatal,minor,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,32.0,VMC,unknown,"The pilots' lack of consideration for developing and known weather conditions en route to and at the destination airport, resulting in a runway excursion and subsequent incursion.",OH,2011,2,1,False,embraer ERJ145
incident,non-fatal,minor,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,46.0,VMC,unknown,The uncommanded left deflection of the airplane's nosewheel for reasons that could not be determined because postincident examination of the nosewheel steering system did not reveal any anomalies that would have precluded normal operation.,OH,2011,3,18,False,embraer ERJ145
accident,non-fatal,unknown,airplane,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,53.0,VMC,unknown,an inadvertent fall out of the open service door because the safety strap was not attached.,OH,2013,2,19,False,embraer ERJ145
accident,non-fatal,unknown,airplane,embraer,ERJ170,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,52.0,VMC,unknown,an inadvertent encounter with turbulence.,OH,2016,7,26,False,embraer ERJ170
incident,non-fatal,unknown,airplane,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,163.0,unknown,unknown,The probable cause of the No. 2 (right) engine fire was an uncontained generator failure. Deformed rotating generator components and/or metal fragments radially released by the generator severed the constant speed drive-to-oil cooler return line located adjacent to the generator and caused oil to spray onto hot generator and engine case surfaces that subsequently ignited.,OH,2017,3,19,False,boeing DC9
accident,non-fatal,substantial,airplane,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,44.0,VMC,climb,Probable Cause,MA,1979,9,17,False,boeing DC9
accident,fatal,destroyed,airplane,boeing,DC10,no,3.0,turbo fan,commercial flight,2.0,4.0,24.0,182.0,IMC,landing,Probable Cause,MA,1982,1,23,False,boeing DC10
incident,incident,unknown,unknown,boeing,DC9,no,2.0,turbo jet,commercial flight,0.0,1.0,0.0,52.0,VMC,climb,Probable Cause,MA,1985,7,2,False,boeing DC9
accident,non-fatal,substantial,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,269.0,VMC,approach,Probable Cause,MA,1985,12,15,False,boeing 747
